,X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,CreatedOnDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsQuarantined,IsReimbursable,IsTrespass,IsUnifiedCommand,IsValid,LocalIncidentIdentifier,ModifiedOnDateTime,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,CreatedOn,ModifiedOn,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,GlobalID,ModifiedOnDateTime_dt,CreatedOnDateTime_dt
0,-118.868889,35.469722,60113,,DEFAULT,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1495319892327,,,CAKRCC,,,1970/01/01 00:00:00+00,,,,,,,,K0U7,,2017/05/20 21:24:00+00,,1970/01/01 00:00:00+00,,,,,,,OSCC,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,MING,,WF,FI,,,,1970/01/01 00:00:00+00,e7412ecf-79b5-408d-9e0f-1226fec95cf9,,0,1.0,0.0,0,0.0,0.0,,1,018713,1618955098893,,,,Kern,CAKRCC,6029,BLM,CACND,,BLM,Federal,,,,,,,SC04,C&L,CAKRN,US-CA,,,,,,2017-CAKRN-018713,,firecode,firecode,2017/05/20 22:38:12.327+00,2017/05/21 02:12:05.060+00,,,1970/01/01 00:00:00+00,ac8f25e0-100f-4cdb-8533-d55fa027209d,2021/04/20 21:44:58.893+00,2017/05/20 22:38:12.327+00
1,-111.0723,40.5936100000001,138968,,DEFAULT,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1571423206230,40.0,1.0,UTNUC,,,1970/01/01 00:00:00+00,,,,,Unknown,,,,,2019/10/18 18:20:25+00,,1970/01/01 00:00:00+00,,,,,,,GBCC,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,Ponderosa Unit 4,,RX,FI,40.59361,-111.0723,,1970/01/01 00:00:00+00,b0062fc0-99fd-409d-9ef3-640ba3c2d796,,0,0.0,0.0,0,0.0,0.0,,1,000873,1618865663770,,,,Summit,UTNUC,49043,,USTUWF,,,,,,,,,,GB22,FS,UTUWF,US-UT,,,,,,2019-UTUWF-000873,No Decision,wildcad,wildcad,2019/10/18 18:26:46.230+00,2019/10/24 22:04:46.043+00,0.0,,1970/01/01 00:00:00+00,c0eb41ad-be48-4ab1-b5c4-c0902636af62,2021/04/19 20:54:23.770+00,2019/10/18 18:26:46.230+00
2,-120.4572222,34.8944444000001,143174,,DEFAULT,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1577980602160,1.0,1.0,CALPCC,,,1970/01/01 00:00:00+00,,,,,Unknown,,,,,2020/01/01 15:56:00+00,,1970/01/01 00:00:00+00,,,,,,,OSCC,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,MPRD DISTRICT PILE BURN PLAN,,RX,FI,34.89455,-120.4573,,1970/01/01 00:00:00+00,ad030d29-a0be-41a0-ba09-f5c534763be3,,0,0.0,0.0,0,0.0,0.0,,1,000015,1618757860960,,,,Santa Barbara,CASBDC,6083,C&L,CASBC,,,,,,,,,,SC07,FS,CALPF,US-CA,,,,,,2020-CALPF-000015,No Decision,wildcad,IROC,2020/01/02 15:56:42.160+00,2020/01/02 15:56:42.160+00,0.0,,1970/01/01 00:00:00+00,50183369-92ab-4c68-8232-eeaa9a459c9e,2021/04/18 14:57:40.960+00,2020/01/02 15:56:42.160+00
3,-118.7602,43.8951700000001,163816,,DEFAULT,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1589901181220,104.0,1.0,ORBIC,,,1970/01/01 00:00:00+00,,,,,Unknown,,,,,2018/09/22 21:21:24+00,,1970/01/01 00:00:00+00,,,,,,,NWCC,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,Driveway RX,,RX,FI,43.89056,-118.762,,1970/01/01 00:00:00+00,9c9d2403-0db8-48c4-8468-bf9e450964a5,,0,0.0,0.0,0,0.0,0.0,,1,008077,1617908351587,,,,Harney,ORBIC,41025,FS,ORMAF,,,,,,,,,,NW12,FS,ORMAF,US-OR,,,,,,2018-ORMAF-008077,No Decision,wildcad,wildcad,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,5148e4f1-f79c-43d0-ada4-0456f0de6da5,2021/04/08 18:59:11.587+00,2020/05/19 15:13:01.220+00
4,-123.4208333,43.0622222000001,176604,,DEFAULT,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1595547465877,28.0,,OR73C,,,1970/01/01 00:00:00+00,,,,,Human,Equipment,Brake Shoe Particle,NA7K,,2020/07/23 23:35:00+00,,1970/01/01 00:00:00+00,,,,,,,NWCC,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,Rice Cr. Rd.,,WF,FI,,,,1970/01/01 00:00:00+00,b92493ff-1000-4658-9906-339f5f724256,1.0,0,1.0,0.0,0,0.0,0.0,,1,000074,1618358485797,,,,Douglas,ORRICC,41019,,,,,Private,,,,,,,NW03,DOF,OR733S,US-OR,,,,,,2020-OR733S-000074,No Decision,IROC,IROC,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,a8c09504-2a63-448c-8d17-295a01b9495d,2021/04/14 00:01:25.797+00,2020/07/23 23:37:45.877+00
5,-122.734,40.09617,187617,NKS6,DEFAULT,51617.42,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1599435886303,51576.7,5.0,CARICC,,,1970/01/01 00:00:00+00,Active,Short Crown Runs,Uphill Runs,Short-range Spotting,Natural,Lightning,,NKS6,,2020/08/18 19:04:00+00,Type 1 Incident,1970/01/01 00:00:00+00,15.0,50.0,15.0,20.0,P5,514.0,ONCC,2020/09/10 15:45:00+00,2020/09/10 01:00:00+00,2020/09/10 15:45:00+00,F,Type 1 Team,SHF ELKHORN,"Trinity, Tehama and Humboldt counties",WF,FI,40.14235,-123.0594,,2020/08/18 19:30:00+00,76fb2af8-b3f9-4486-adb4-c4d9c2114201,,0,0.0,0.0,0,0.0,0.0,0.0,1,001358,1618609889337,100.0,100.0,Ruth,Tehama,CATGCC,6103,FS,CASHF,,Private,Private,,,,,,,NC05,FS,CASHF,US-CA,Brush,SH5,Timber (Grass and Understory),Brush (2 feet),327.0,2020-CASHF-001358,No Decision,wildcad,wildcad,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,d754e157-d351-4322-8a0b-4bf88cd1207e,2021/04/16 21:51:29.337+00,2020/09/06 23:44:46.303+00
6,-111.034,40.56874,200219,,DEFAULT,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1610729446200,10.0,1.0,UTNUC,,,1970/01/01 00:00:00+00,,,,,Unknown,,,,,2021/01/06 20:20:33+00,,1970/01/01 00:00:00+00,,,,,,,GBCC,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,Iron Mine RX,,RX,FI,40.56874,-111.034,,1970/01/01 00:00:00+00,ca82d54a-57cb-4281-b137-648ce4905681,,0,0.0,0.0,0,0.0,0.0,,1,000008,1618503207433,,,,Wasatch,UTNUC,49051,FS,UTUWF,,,,,,,,,,GB26,FS,UTUWF,US-UT,,,,,,2021-UTUWF-000008,No Decision,wildcad,wildcad,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,1220247f-6398-4031-bc8c-c62e9427f319,2021/04/15 16:13:27.433+00,2021/01/15 16:50:46.200+00
7,-119.145,34.9922222000001,200588,,DEFAULT,674.13,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1611088488847,865.0,,CAKRCC,,,1970/01/01 00:00:00+00,Minimal,,,,Unknown,,,NTA8,,2021/01/19 19:50:00+00,Type 4 Incident,1970/01/01 00:00:00+00,0.0,100.0,0.0,0.0,,,OSCC,2021/01/20 15:00:00+00,2021/01/19 20:00:00+00,2021/01/20 15:00:00+00,F,Type 3 IC,WOLF,WEST OF METTLER,WF,FI,,,,1970/01/01 00:00:00+00,7bec06e6-a083-4adf-9d19-468cb9e334db,,0,1.0,0.0,0,0.0,0.0,0.0,1,003139,1617989407557,70.0,100.0,,Kern,CAKRCC,6029,,,,Private,Private,,,,,,,SC09,C&L,CAKRN,US-CA,,,Short Grass (1 foot),,70.0,2021-CAKRN-003139,No Decision,IROC,INFORM_Inspector,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,58eb2893-b76f-4451-be8a-f1c751171a9b,2021/04/09 17:30:07.557+00,2021/01/19 20:34:48.847+00
8,-120.694,47.3251300000001,201628,,DEFAULT,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1612827275797,1.0,1.0,WACWC,,,1970/01/01 00:00:00+00,,,,,Unknown,,,,,2021/01/04 23:04:54+00,,1970/01/01 00:00:00+00,,,,,,,NWCC,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,2021 CLE ELUM RX,,RX,FI,47.19581,-120.9589,,1970/01/01 00:00:00+00,3936ecae-046f-407d-91eb-530f527be7c0,,0,1.0,0.0,0,0.0,0.0,,1,000006,1618847505533,,,,Kittitas,WACWC,53037,FS,WAOWF,,,,,,,,,,NW05,FS,WAOWF,US-WA,,,,,,2021-WAOWF-000006,No Decision,wildcad,wildcad,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,efb1ec36-2fec-4fd7-b709-5d3dcb16948f,2021/04/19 15:51:45.533+00,2021/02/08 23:34:35.797+00
9,-111.7792,46.7971600000001,201996,,DEFAULT,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1613606954053,341.0,1.0,MTHDC,,,1970/01/01 00:00:00+00,,,,,Unknown,,,,,2021/02/17 20:02:06+00,,1970/01/01 00:00:00+00,,,,,,,NRCC,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,Bull Sweats - 4 RX,,RX,FI,46.79716,-111.7792,,1970/01/01 00:00:00+00,c381dbf4-e01c-4798-8c13-29b04412b1e3,,0,0.0,0.0,0,0.0,0.0,,1,000039,1618621780650,,,,Lewis and Clark,MTHDC,30049,FS,MTHLF,,,,,,,,,,NR11,FS,MTHLF,US-MT,,,,,,2021-MTHLF-000039,No Decision,wildcad,wildcad,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,fafffa3d-919d-498f-ab16-c56a613666fa,2021/04/17 01:09:40.650+00,2021/02/18 00:09:14.053+00
10,-100.8615,43.2362200000001,202142,,DEFAULT,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1614010776540,1.0,1.0,SDGPC,,,1970/01/01 00:00:00+00,,,,,Human,,,,,2021/01/27 16:21:07+00,,1970/01/01 00:00:00+00,,,,,,,RMCC,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,SD-RBA PB,,RX,FI,43.23095,-100.8517,,1970/01/01 00:00:00+00,a7bf1972-56f9-420f-b83d-fe4d0a5c3c46,,0,0.0,0.0,0,0.0,0.0,,1,210066,1618845785283,,,,Todd,SDGPC,46121,BIA,SDRBA,,,,,,,,,,RM56,BIA,SDRBA,US-SD,,,,,,2021-SDRBA-210066,No Decision,wildcad,wildcad,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,1c12db6e-55a7-4547-839a-407cb0944274,2021/04/19 15:23:05.283+00,2021/02/22 16:19:36.540+00
11,-111.9272,45.3953000000001,202212,,DEFAULT,,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1614096805267,745.0,50.0,MTDDC,,,1970/01/01 00:00:00+00,,,,,Unknown,,,,,2021/01/15 16:12:38+00,,1970/01/01 00:00:00+00,,,,,,,NRCC,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,, RX Granite Creek BLM,,RX,FI,45.37,-111.9334,,1970/01/01 00:00:00+00,b8f7c8d1-2e6e-4674-9fe0-e6864fbb011c,,0,0.0,0.0,0,0.0,0.0,,1,006016,1618244336073,,,,Madison,MTDDC,30057,BLM,MTDFD,,,,,,,,,,NR09,BLM,MTDFD,US-MT,,,,,,2021-MTDFD-006016,No Decision,wildcad,wildcad,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,2d121552-4b97-4687-8686-223b37f498ff,2021/04/12 16:18:56.073+00,2021/02/23 16:13:25.267+00
