,X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,CreatedOnDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsQuarantined,IsReimbursable,IsTrespass,IsUnifiedCommand,IsValid,LocalIncidentIdentifier,ModifiedOnDateTime,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,CreatedOn,ModifiedOn,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,GlobalID,ModifiedOnDateTime_dt,CreatedOnDateTime_dt
0,-122.0989,45.6122700000001,76802,,DEFAULT,,,,1504621270270,209.0,25.0,WAPCC,,,,Moderate,Smoldering,Smoldering,Running,Undetermined,,,LB1E,,2017/09/05 10:12:59+00,Type 3 Incident,,70.0,100.0,,30.0,15,1502.0,NWCC,2017/09/13 02:00:00+00,2017/09/12 02:00:00+00,2017/09/13 02:00:00+00,F,Type 3 Team,ARCHER MOUNTAIN,ARCHER MOUNTAIN,WF,FI,45.61468,-122.0942,25.0,,{B403AA02-FB58-43B2-A3DD-C84943A342E7},,0,0.0,1.0,0,0.0,0.0,0.0,1,000196,1617638448977,100.0,100.0,North Bonneville,Skamania,WACCC,53059,FS,ORCGF,,USFS,Federal,Willamette,SW,NE,6E,32.0,2N,NW02,DNR,WAPCS,US-WA,,,Timber (Grass and Understory),Brush (2 feet),100.0,2017-WAPCS-000196,,wildcad,wildcad,2017/09/05 14:21:10+00,2017/10/09 19:51:52+00,,,,{3DEA718E-7AA0-4C5C-908F-3645D857B440},2021/04/05 16:00:48+00,2017/09/05 14:21:10+00
1,-122.9077,43.31762,117597,,DEFAULT,,,,1557429841453,5.0,1.0,ORRICC,,,,,,,,Human,Debris/Open Burning,,L82G,,2019/05/06 15:56:59+00,,,,,,,,,NWCC,,,,,,Susan Creek ,,WF,FI,43.31762,-122.9077,,,{FE1C4F24-BF99-4A5E-9304-8C5366692765},,0,0.0,0.0,0,0.0,0.0,,1,000044,1618527891343,,,,Douglas,ORRICC,41019,DOF,OR730S,,Private,Private,,,,,,,NW04,DOF,OR730S,US-OR,,,,,,2019-OR730S-000044,No Decision,wildcad,INFORM_Inspector,2019/05/09 19:24:01+00,2019/05/09 19:26:58+00,0.0,,,{4BF9ECB7-8317-4D5B-914F-BFD2CF100376},2021/04/15 23:04:51+00,2019/05/09 19:24:01+00
2,-118.7602,43.8951700000001,163816,,DEFAULT,,,,1589901181220,104.0,1.0,ORBIC,,,,,,,,Unknown,,,,,2018/09/22 21:21:24+00,,,,,,,,,NWCC,,,,,,Driveway RX,,RX,FI,43.89056,-118.762,,,{9C9D2403-0DB8-48C4-8468-BF9E450964A5},,0,0.0,0.0,0,0.0,0.0,,1,008077,1617908351587,,,,Harney,ORBIC,41025,FS,ORMAF,,,,,,,,,,NW12,FS,ORMAF,US-OR,,,,,,2018-ORMAF-008077,No Decision,wildcad,wildcad,,,,,,{5148E4F1-F79C-43D0-ADA4-0456F0DE6DA5},2021/04/08 18:59:11+00,2020/05/19 15:13:01+00
3,-123.4208333,43.0622222000001,176604,,DEFAULT,,,,1595547465877,28.0,,OR73C,,,,,,,,Human,Equipment,Brake Shoe Particle,NA7K,,2020/07/23 23:35:00+00,,,,,,,,,NWCC,,,,,,Rice Cr. Rd.,,WF,FI,,,,,{B92493FF-1000-4658-9906-339F5F724256},1.0,0,1.0,0.0,0,0.0,0.0,,1,000074,1618358485797,,,,Douglas,ORRICC,41019,,,,,Private,,,,,,,NW03,DOF,OR733S,US-OR,,,,,,2020-OR733S-000074,No Decision,IROC,IROC,,,,,,{A8C09504-2A63-448C-8D17-295A01B9495D},2021/04/14 00:01:25+00,2020/07/23 23:37:45+00
4,-122.734,40.09617,187617,NKS6,DEFAULT,51617.42,,,1599435886303,51576.7,5.0,CARICC,,,,Active,Short Crown Runs,Uphill Runs,Short-range Spotting,Natural,Lightning,,NKS6,,2020/08/18 19:04:00+00,Type 1 Incident,,15.0,50.0,15.0,20.0,P5,514.0,ONCC,2020/09/10 15:45:00+00,2020/09/10 00:59:59+00,2020/09/10 15:45:00+00,F,Type 1 Team,SHF ELKHORN,"Trinity, Tehama and Humboldt counties",WF,FI,40.14235,-123.0594,,2020/08/18 19:30:00+00,{76FB2AF8-B3F9-4486-ADB4-C4D9C2114201},,0,0.0,0.0,0,0.0,0.0,0.0,1,001358,1618609889337,100.0,100.0,Ruth,Tehama,CATGCC,6103,FS,CASHF,,Private,Private,,,,,,,NC05,FS,CASHF,US-CA,Brush,SH5,Timber (Grass and Understory),Brush (2 feet),327.0,2020-CASHF-001358,No Decision,wildcad,wildcad,,,,,,{D754E157-D351-4322-8A0B-4BF88CD1207E},2021/04/16 21:51:29+00,2020/09/06 23:44:46+00
5,-109.6053,45.2898200000001,195381,,DEFAULT,,,,1605743896433,0.25,0.1,MTBDC,,,,,,,,Unknown,,,NQ9E,,2020/11/18 18:04:00+00,,,,,,,,,NRCC,,,,,,Morris Creek,,WF,FI,45.25466,-109.5586,0.25,,{92017931-A037-4C0D-AAD7-D86B0010CA9A},,0,1.0,0.0,0,0.0,0.0,,1,201121,1618597570633,,,,Carbon,MTBDC,30009,FS,MTCGF,,Private,Private,,,,,,,NR12,FS,MTCGF,US-MT,,,,,,2020-MTCGF-201121,No Decision,wildcad,wildcad,,,,,,{7301146E-42C6-4D6E-ACAA-01B8D2865FD2},2021/04/16 18:26:10+00,2020/11/18 23:58:16+00
6,-108.4341,33.6631600000001,200045,,DEFAULT,,,,1610561556543,2700.0,1.0,NMSDC,,,,,,,,Unknown,,,,,2021/01/13 17:59:58+00,,,,,,,,,SWCC,,,,,,Collins Park RX-D6,,RX,FI,33.66316,-108.4341,3000.0,,{69729829-5FDF-4F75-AB9A-7FAFC332555B},,0,1.0,0.0,0,0.0,0.0,,1,000021,1617569997610,,,,Catron,NMSDC,35003,FS,NMGNF,,,,,,,,,,SW08,FS,NMGNF,US-NM,,,,,,2021-NMGNF-000021,No Decision,wildcad,wildcad,,,,,,{A43D6C72-6CAB-4184-A1D5-D90C295867C4},2021/04/04 20:59:57+00,2021/01/13 18:12:36+00
7,-114.2386,46.1407,200167,,DEFAULT,,,,1610666299800,1.0,1.0,MTBRC,,,,,,,,Unknown,,,,,2021/01/14 23:17:31+00,,,,,,,,,NRCC,,,,,,Westside 2C and 2E,,RX,FI,46.1407,-114.2386,,,{B19F816E-52E3-4B70-8D25-95F7116F7868},,0,0.0,0.0,0,0.0,0.0,,1,021007,1618515378977,,,,Ravalli,MTBRC,30081,FS,MTBRF,,,,,,,,,,NR06,FS,MTBRF,US-MT,,,,,,2021-MTBRF-021007,No Decision,wildcad,wildcad,,,,,,{D2331F57-C65C-44FA-90CB-13CA250E756E},2021/04/15 19:36:18+00,2021/01/14 23:18:19+00
8,-114.2681,46.1124,200169,,DEFAULT,,,,1610666428273,1.0,1.0,MTBRC,,,,,,,,Unknown,,,,,2021/01/14 23:18:46+00,,,,,,,,,NRCC,,,,,,Westside#9C Landings,,RX,FI,46.1124,-114.2681,,,{B4253910-6C93-4BB6-8502-168583B8CA34},,0,0.0,0.0,0,0.0,0.0,,1,021008,1618515384723,,,,Ravalli,MTBRC,30081,FS,MTBRF,,,,,,,,,,NR06,FS,MTBRF,US-MT,,,,,,2021-MTBRF-021008,No Decision,wildcad,wildcad,,,,,,{A8EFFC23-8D74-43D9-8800-8C3537B675F8},2021/04/15 19:36:24+00,2021/01/14 23:20:28+00
9,-114.2138,45.9821000000001,200170,,DEFAULT,,,,1610666506543,1.0,1.0,MTBRC,,,,,,,,Unknown,,,,,2021/01/14 23:21:09+00,,,,,,,,,NRCC,,,,,,Spoon Mcoy Landings,,RX,FI,45.9821,-114.2138,,,{9C17086E-1383-4FA2-8FAA-6470A85E2B78},,0,0.0,0.0,0,0.0,0.0,,1,021009,1618515367450,,,,Ravalli,MTBRC,30081,FS,MTBRF,,,,,,,,,,NR06,FS,MTBRF,US-MT,,,,,,2021-MTBRF-021009,No Decision,wildcad,wildcad,,,,,,{8E10E43B-0D32-4784-BA44-7DFBEFB5BEF5},2021/04/15 19:36:07+00,2021/01/14 23:21:46+00
